YES ARE POWER TOOLS  2026-2027 BCODE(est),,,
Stock Report,,,
Report Period : 19-Apr-2026 11:59:59 PM,,,
No,Item Code,Item Name,Quantity
12634,TC9,TIGER COVER 9 '',14
12635,TC904BP,TAPARIA TWO IN ONE SCREWDRIVER 21 PCS SET C904BP,20
12636,TC905BP,TAPARIA TWO IN ONE SCREW DRIVER  21PCS SET ,-8.000
12637,TCC06,TAPARIA CABLE CUTTER  CC06,4
12638,TCC06,TAPARIA CABLE CUTTER  CC06,-2.000
12639,TCC08,TAPARIA CABLE CUTTER 8 INCH ,30
12640,TCC10,TAPARIA CABLE CUTTER CC10,7
12641,TCC10,TAPARIA CABLE CUTTER CC10,10
12642,TCH340,TAPARIA CLAW HAMMER  CH340,6
12643,TCH340,TAPARIA CLAW HAMMER  CH340,4
12644,TCH450,TAPARIA CLAW HAMMER  CLH450,-1.000
12645,TCHR,TILE CUTTER.PEN TYPE,1
12646,TCLH450,TAPARIA CLAW HAMMER CLH450,5
12647,TCLH450,TAPARIA CLAW HAMMER CLH450,2
12648,TCLRS,TAPARIA CHULK LINE REEL SET CLRS,18
12649,TCLRS,TAPARIA CHULK LINE REEL SET CLRS,-1.000
12650,TCMS,CHIRAVA,-1.000
12651,TCMS,CHIRAVA,-1.000
12652,TCMS,CHIRAVA,-3.000
12653,TCMS/ST,CHIRAVA  SCREW TYPE ,2
12654,TCP,TAP CONNECTER PUMPKIN ,-1.000
12655,TCS,TREE CLIMBING SPIKE ,8
12656,TCS08,TAPARIA TIN CUTTER WITH SPRING TCS08,8
12657,TCS10,TAPARIA COMBINATION SPANNER CS10,8
12658,TCS12,TAPARIA COMBINATION SPANNER 12MM CS12,-1.000
12659,TCS13,TAPARIA COMBINATION SPANNER 13MM TCS13,84
12660,TCS13,TAPARIA COMBINATION SPANNER 13MM TCS13,3
12661,TCS14,TAPARIA COMBINATION SPANNER 14MM TCS14,9
12662,TCS14HXL,SOCKET SET TAPARIA CS14HXL  ,2
12663,TCS15,TAPARIA COMBINATION SPANNER CS15,19
12664,TCS15HXL,SOCKET SET CS15HXL-HEXA TAPARIA ,2
12665,TCS16,TAPARIA COMBINATION SPANNER 16MM,14
12666,TCS16,TAPARIA COMBINATION SPANNER 16MM,15
12667,TCS17,TAPARIA COMBINATION SPANNER 17MM,16
12668,TCS17,TAPARIA COMBINATION SPANNER 17MM,19
12669,TCS18,TAPARIA COMBINATION SPANNER 18,14
12670,TCS19,TAPARIA COMBINATION SPANNER 19,7
12671,TCS19,TAPARIA COMBINATION SPANNER 19,-4.000
12672,TCS20,TAPARIA COMBINATION SPANNER 20MM ,8
12673,TCS22,TAPARIA COMBINATION SPANNER 22,7
12674,TCS22HXL,TAPARIA SOCKET SET CS22 HXL,1
12675,TCS22HXL,TAPARIA SOCKET SET CS22 HXL,7
12676,TCS31HXL,SOCKET SET 12.7MM TAPARIA CS31HXL ,1
12677,TCS8,TAPARIA COMBINATION SPANNER 8MM,25
12678,TCSS12,COMBINATION SPANNER SET TAPARIA CSS12,3
12679,TCSS25,TAPARIA COMBINATION SPANNER SET ,2
12680,TCSS25,TAPARIA COMBINATION SPANNER SET ,1
12681,TCSS6,COMBINATION SPANNER SET TAPARIA  CSS6,-1.500
12682,TCSS6,COMBINATION SPANNER SET TAPARIA  CSS6,1
12683,TCSS6,COMBINATION SPANNER SET TAPARIA  CSS6,-1.000
12684,TCSS8, COMBINATION SPANNER SET TAPARIA  CSS8,4
12685,TCT10*100EY,TCT SAW BLADE 10*110 KANVEE     (ECONOMY)            ,5
12686,TCT10*100X,TCT ALUMINIUM SAW BLADE 10*100 XTRAPOWER,2
12687,TCT10*110TK,TCT BLADE 10*100T KOMAL ,25
12688,TCT10*40,BLADE TCT10*40T,1
12689,TCT110*30,"BULLET 3""SAW BLADE 30T",4
12690,TCT110*30T,K2 WOOD CUTTING 110*30T,10
12691,TCT12*100W,ALUMINIUM CUTTING BLADE SAW,1
12692,TCT12*60W,ALUMINIUM CUTTING BLADE ,1
12693,TCT125*40T,K2 WOOD CUTTING 125*40 T ,9
12694,TCT125*40T,K2 WOOD CUTTING 125*40 T ,29
12695,TCT14X120,BLADE  TCT14X120,1
12696,TCT16,TCT HOLESAW 16MM B,6
12697,TCT18,METAL HOLE SAW 18,1
12698,TCT22,TCT HOLESAW 22MM B,3
12699,TCT28,TCT HOLESAW 28MM SS,-2.000
12700,TCT3523,TAC233523 TCT SAW BLADE FOR ALUMINIUM,1
12701,TCT7*40T, BULL GOLD BLADE TCT 7*40T,45
12702,TCT8*60T,TCT8*60 BULL BLADE ,5
12703,TCTB1805,TAPARIA TOOL BOX CTB1805,-1.000
12704,TCTR06,TAPARIA CRIMPING TOOL CTR06,1
12705,TCTS430,TAPARIA TCT WOOD CUTTING BLADE TCTS430,7
12706,TCTY,PLANNER BLADE YELLOW,3
12707,TD1/2/10,TAT DEEP SOKET SET 10PCS 1/2 INCH ,1
12708,TDB105*10,k2 tURBO GRANITE BLADE 110*10,10
12709,TDEP10,TAPARIA DOUBLE ND SPANNER SET DEP10,2
12710,TDEP12,TAPARIA DOUBLE SPANNER SET DEP12,4
12711,TDEP6,TAPARIA DOUBLE END SPANNER SET  DEP6,1
12712,TDEP6,TAPARIA DOUBLE END SPANNER SET  DEP6,2
12713,TDEP6,TAPARIA DOUBLE END SPANNER SET  DEP6,-1.000
12714,TDEP8,TAPARIA DOUBLE END SPANNER SET DEP8,-1.000
12715,TDEP8,TAPARIA DOUBLE END SPANNER SET DEP8,2
12716,TDLI1211,TOTAL LI-ION  CORDLESS DRILL  TDL11211,2
12717,TE6,TROWELS  E06,3
12718,TEFLON,TEFLON,168
12719,TEFLON,TEFLON,-39.000
12720,TEFLON/1,TEFLON ,-13.000
12721,TEFLON3/4,TEFLON TAPE 3/4 INCH YELLOW ,24
12722,TEL3/4X3/4,L BOW ,5
12723,TELESCOPIC THOTTI ,TELESCOPIC THOTTI ,19
12724,TENT 20*20 ,TENT 20*20 ,1
12725,TET,TROWELS E T,2
12726,TET1406,TET1406ELECTRIC SOLDERING IORN,1
12727,TET1606,TET1606 ELECTRIC SOLDERING IRON ,1
12728,TF1501,TF2041501ROTTARY SANDER,1
12729,TF1503,TOTAL MINI HACKSAW FRAME THMHF1503,-1.000
12730,TF1504,MINI HACK SAW FRAME THMHF1504,-1.000
12731,TF230,HUSQVARNA WEEDER TF230  WITH WHEEL KIT ,1
12732,TF545,HUSQVARNA WEEDER TF 545 ,1
12733,TF6,TROWELS F06,1
12734,TF8,TROWELS F08,-1.000
12735,TFB2001,TOTAL BATTERY TFBLI20011,1
12736,TFB2001,TOTAL BATTERY TFBLI20011,1
12737,TFB2001,TOTAL BATTERY TFBLI20011,2
12738,TFB20021,TOTAL BATTERY TFBLI20021,9
12739,TFBC,TROLLY SET FOR BRUSHCUTTER,6
12740,TFBC,TROLLY SET FOR BRUSHCUTTER,-1.000
12741,TFC20411,TOTAL CHARGER TFCLI20411,2
12742,TFCLI2001,FAST INTELLIGENT CHARGER TFCLI2001,-2.000
12743,TFHSA500,TAPARIA FIBER GLASS HANDLE STEEL AXE FHSA500,5
12744,TFL100,FOAM LANCE TEL100,10
12745,TFL302,FOAM LANCE TFL302,8
12746,TFL308,FOAM LANCE TFL308,2
12747,TG10056,TOTAL ANGLE GRINDER TG10710056,12
12748,TG103621,GRINDER CARBON ,2
12749,TG1071,TOTAL SPARE PARTS CARBON BRUSH  TG1071,10
12750,TG10710,TOTAL SPARE STATOR  TG10710,1
12751,TG11266,TGT11266-SP-INLET VALVE,6
12752,TG12,CHAINSAW CHAIN 12 INCH ,14
12753,TG1206,WIND BAFFLE  TG1252306 -SP -33,1
12754,TG121006,SPARE TENSION SPRING  TG1121006,1
12755,TG150,GREASE TUBE 150,2
12756,TG1506,TOTAL SLOTTED SCREW DRIVER  THGS61506,2
12757,TG160,TORQUE GREASE 160GM,-2.000
12758,TG21006,TG1121006 SP-33 BRUSH HOLDER COVER,42
12759,TG22,TEXTURE GUN ,-1.000
12760,TG22,TEXTURE GUN ,1
12761,TG5,ROFF NCA 5KG,5
12762,TG500,GREASE,-1.000
12763,TG70B,SWITCH TG70B FOR LS1040651923-1,1
12764,TG70B,SWITCH TG70B FOR LS1040651923-1,2
12765,TG801,TOUGH PLUSANGLE GRINDER 4 850W/ TG801,1
12766,TG8136,TG108136 SP-22,1
12767,TG8136SS,TOTAL SPARE SUPPORTER TG108136-SP-10,1
12768,TGCB1.6,TIG COLLET BODY SIZE 1.6MM,10
12769,TGCB2.4,TIG COLLET BODY SIZE 2.4MM,7
12770,TGGL20,TAPARIA GREESE GUN 200CC GGL20CC,4
12771,TGGL30,TAPARIA GREESE GUN 300 CC GGL30C,2
12772,TGGL30,TAPARIA GREESE GUN 300 CC GGL30C,-1.000
12773,TGH60,TIGER GATE HOOK SS ORD 212 INC,41
12774,TGM04,BENCH VICE 100MM BVSGM04 TAPARIA,-1.000
12775,TGMT,TANK GROMMET ,6
12776,TGMT,TANK GROMMET ,4
12777,TGS,TIG GLOVES  WALT ENT.,23
12778,TGS,TIG GLOVES  WALT ENT.,-1.500
12779,TGSP30,SPARE SEALING TGT11226-SP-30,10
12780,TGSP32,BEARING SLEEVE  TG1252306 SP -32,1
12781,TGSP39,CARBON TG1252306-SP-39,8
12782,TGSP41,SPARE SWITCH  TG1121006 SP-41,1
12783,TGT11226,TGT11226/11356-OIL SEAL,9
12784,TGT11266,TGT11266-SP-PA PLUNGER ASSEMBLY,15
12785,TGT1266OS,TGT11266 SP E 17 OIL SEAL ,10
12786,TGT1266WS,TGT11266 WATER SEAL ,10
12787,TGT21006,TOOLS SPARE STATOR  TG1121006,1
12788,TGT226P,SPARE TGT11226 PISTON ASSY ,4
12789,TGT2556,TOTAL ANGLE GRINDER TG10912556 900W,2
12790,TGT5565,TOTAL ANGLE GRINDER 900W TG109125565,3
12791,TGT6161,TOTAL ELECTRIC LAWN MOVER TGT616151,1
12792,TH0286O,TOTALSPARE O RING TH110286-SP27,4
12793,TH11266,TGT11266 SP-OUTLET VALVE,12
12794,TH2130,TH213006-SP-25 TOTAL SPARE PISTON ,2
12795,TH240B,TRIMMER HEAD 240 BIG PLASTIC ,1
12796,TH286CR,TH110286 CONNECTING ROD ,2
12797,th3006,Th213006 sp-60 carbon brush,3
12798,TH30226,HAMMER DRILL CARBON ,2
12799,TH3111OR,TH1153216 SP-15 XRING /ORING ,3
12800,TH35,HUSQ.TRIMMER HEAD T35 M121-578446401,7
12801,TH4506,SCREW DRILL CARBON ,3
12802,TH5326XR,TOTAL SPARE X RING TH115326 SP-13,3
12803,TH5456,TH215456 SP-70 BRUSH ,1
12804,TH7,TROWELS H07,5
12805,TH8,TROWELS H08,100
12806,TH8,TROWELS H08,4
12807,TH904,TAPARIA HEXANGONAL SCREW DRIVER  H904,6
12808,THARAC,CABLE CONNECTER ,50
12809,THAT,TRIMMER HEAD ALLENKEY TYPE ,-3.000
12810,THAT,TRIMMER HEAD ALLENKEY TYPE ,7
12811,THB1224,TAPARIA HACK SAW BLADE HBHC1224,2
12812,THBB1224,TAPARIA HACK SAW BLADE HBB1224,20
12813,THBJ10,TAPARIA HYDRAULIC BOTTLE JACK HBJ10,1
12814,THBJ3,TAPARIA  HYDRAULIC BOTTLE JACK 3 TON TAPARIA HBJ3,3
12815,THCT,TRIMMER HEAD CHAIN TYPE ,7
12816,THCYT,TRIMMER HEAD CYLINDER TYPE ,-3.000
12817,THEPPU PALAKA ,THEPPU PALAKA ,5
12818,THFT,TRIMMER HEAD FLAT TYPE ,3
12819,THFTT858,TOTAL TROWEL THFTT858,1
12820,THHT,TRIMMER HEAD HEX TYPE ,4
12821,THJS3012,TOTAL JACKY STAND THJS03012,1
12822,THNARC200,E THOSHON ARC WELDING 200MOSFET (HEAVY),1
12823,THOTTI15,THOTTY 15 FEET ,-1.000
12824,THOTTIKB,THOTTI  NO 1 PLKD  KARUNAGAPPILLY,2
12825,THOTTIKM,THOTTI,1
12826,THOTTIKS,THOTTI KS,-4.000
12827,THPS23,TOTAL PLASTIC 3ROTATORY SPRINKER THPS23602,2
12828,THRB,TRIMMER HEAD RED+BLACK ,1
12829,THREAD ,P VC THREAD CHAKKU ,9
12830,THREAD BEARING ,THREAD BEARING ,1
12831,THSCR,TOTAL SCISSORS THSCRS812801,-3.000
12832,THSCR51,TOTAL KITCHEN SCISSORS THSCRS822251,4
12833,THT0601,TOTAL TOOLS  PRUNING SAW THT0601,2
12834,THT109302,TOTAL TOOLS HYDRAULIC BOTTLE JACK THT109302,1
12835,THT1271,TOTAL 27 PCS 1/4 INCH SOCKET SET THT141271,1
12836,THT1301,TOTAL GLASS CUTTER THT561301,1
12837,THT1301,TOTAL GLASS CUTTER THT561301,-1.000
12838,THT15308,TOTAL TOOLS PRUNING SAWTHT15308,1
12839,THT1826,TOTAL SNAP KNIFE  BLADE THT511826,1
12840,THT210,TOTAL 200M PLIER THT210806,4
12841,THT210,TOTAL 200M PLIER THT210806,-5.000
12842,THT2130,TH213006 SP-26/27 TOTAL SPARE NEEDLE BEARING ,1
12843,THT2146,TOTAL SLOTTED SCREW DRIVER THTDC2146,-5.000
12844,THT2891,RABIT PLIER  THT2891,1
12845,THT3161,TOTAL G CLAMP THT13161,1
12846,THT3210,THT32108S HAND RIVERTER ,-1.000
12847,THT32101,TOTAL HAND RIVERTER  THT32101,1
12848,THT4211,TOTAL COLD CHISEL THT4211026,1
12849,THT53422,PVC PIPECUTTER,16
12850,THT53422,PVC PIPECUTTER,-1.000
12851,THT6166,BENCH VICE 6INCH THT6166,1
12852,THT618,TOTAL SCREW DRIVER SET 18 PCS THT250618,-1.000
12853,THT906,TOTAL KNIFE BLADE THT5110906,-8.000
12854,THT906,TOTAL KNIFE BLADE THT5110906,-16.000
12855,THT906,TOTAL KNIFE BLADE THT5110906,36
12856,THT916,TOTAL KNIFE BLADE THT5110916,-1.000
12857,THTJ2,TAPARIA HYDRAULIC TROLLEY JACK 2 T ON HTJ2,1
12858,THTJ3,TAPARIA HYDRAULIC TROLLY JACK 3 T ON HT J3,1
12859,THWS0301,TOTAL TOOL PLASTIC TRIGGER NOZZLE THWS010301,3
12860,THWS0301,TOTAL TOOL PLASTIC TRIGGER NOZZLE THWS010301,-3.000
12861,TIA,ROLLER,2
12862,TIGC,SHORT CAP WELCRAFT,10
12863,TIGNC8,TYRE INFLATOR TIG-NC8,9
12864,TILE LEVELER ,TILE LEVELER ,1
12865,TINNER1,SHEENLAC NC THINNER 1LTR ,19
12866,TINNER1,SHEENLAC NC THINNER 1LTR ,1
12867,TINNER1,SHEENLAC NC THINNER 1LTR ,-6.000
12868,TINNER500,SHEENLAC  NC  THINNER K3X500ML,4
12869,TINNER500,SHEENLAC  NC  THINNER K3X500ML,-20.000
12870,TIP25,PRESSURE WASHER NOZZLE TIP 25 GREEN,-10.000
12871,TIW10101,TOTAL TOOLS IMPACT WRENCH TIW10101,1
12872,TIWLI2001,TOTAL LITHIUM IMPACT WRENCH TIWLI2001,2
12873,TJ5,TROWELS J05,1
12874,TJ7,TROWELS J07,4
12875,TJA,TROWELS  J04,3
12876,TK18888,9PCS NUT RUNNER SET ,3
12877,TK4,TROWELS K04,2
12878,TK5,TROWELS  K05,3
12879,TK6,TROWELS K06,3
12880,TK7,TROWELS J07,3
12881,TK8,TROWELS K08,3
12882,TKBHM9L,ALLENKEY LONG BALL SET TAPARIA KBHM9L,2
12883,TKBHM9X,TAPARIA LONG ALLENKEY  BALL POINT SET KBHM9X,1
12884,TKHI10V,ALLENKEY SET BLACK FINISH  TAPARIA KHI10V,3
12885,TKHM9V,TAPARIA ALLENKEY KHM9V,2
12886,TKS,TYRE KOTTA SMALL,1
12887,TKTH8S,TAPARIA TOREX KEY SET KTH8S,1
12888,TL1.5LB,SLEDGE HAMMER 1.5 SRI,-2.000
12889,TL10LB,SLEDGE HAMMER  10LB SRI,1
12890,TL10ML,ANABOND THREAD LOCKER 10ML,19
12891,TL10ML,ANABOND THREAD LOCKER 10ML,-1.000
12892,TL12LB,SLEDGE HAMMER  12LB SRI ,2
12893,TL15M,TRIMMER WIRE 3.5X15,19
12894,TL15X3MM,K-HIWALT TRIMMER LINE 15 MTR 3MM,1
12895,TL16LB,SLEDGE HAMMER  16 LB SRI,1
12896,TL18LB,SLEDGE HAMMER 18LB SRI,2
12897,TL1LB,SLEDGE HAMMER 1 LB SRI,2
12898,TL2.5LB,SLEDGE HAMMER  2.5LB SRI,2
12899,TL2.5X3.2MM,K-HIWALT TRIMMER LINE 2.5KG,-0.600
12900,TL2.5X3MM,K-HIWALT TRIMMER LINE 2.5KG ,-0.200
12901,TL20,TYRE LEVER 20 INCH ,4
12902,TL20LB,SLEDGE HAMMER 20LB SRI,-1.000
12903,TL21H,TAPARIA DEEP SOCKET L21H,5
12904,TL24,TYRE LEVER 24 INCH ,4
12905,TL25M,3MMX25MTR BRUSH CUTTER WIRE,1.79
12906,TL2LB,SLEDGE HAMMER 2LB SRI,-7.000
12907,TL3.5*15SQ,TRIMMER LINE 3.5MM SQUARE 15MTR,162
12908,TL3.5*15SQ,TRIMMER LINE 3.5MM SQUARE 15MTR,-2.000
12909,TL3.5*2SQR,TRIMMER LINE 3.5MM SQUARE 2 KG ,-2.640
12910,TL3.5M,TRIMMER LINE 3.5MM ROUD 50 MTR,119
12911,TL3.5M,TRIMMER LINE 3.5MM ROUD 50 MTR,-3.000
12912,TL3.5M,TRIMMER LINE 3.5MM ROUD 50 MTR,-3.000
12913,TL3.5M/1LKG,TRIMMER LINE 3.5MM RAJ AGRO ,54
12914,TL3.5M/1LKG,TRIMMER LINE 3.5MM RAJ AGRO ,-1.000
12915,TL3.5XSQR,TRIMMER LINE 3.5MM SQUARE  50 MTR ,35
12916,TL3.5XSQR,TRIMMER LINE 3.5MM SQUARE  50 MTR ,11
12917,TL3.5XSQR,TRIMMER LINE 3.5MM SQUARE  50 MTR ,11
12918,TL3.5XSQR,TRIMMER LINE 3.5MM SQUARE  50 MTR ,-4.000
12919,TL33G,ANABOND GASKET MARKER RED 33G,5
12920,TL3LB,SLEDGE HAMMER  3LB SRI,3
12921,TL40M,PVC LINEDHOORI 40 MTR,1
12922,TL40X3.2MM,K- HIWALT TRIMMER LINE 40 MTR,1
12923,TL4LB,SLEDGE HAMMER  4LB SRI,-1.000
12924,TL4ML,ANABOND THREAD LOCKER 4 ML,-2.100
12925,TL4MM,TRIMMER LINE 4MM  RAJ AGRO ,12.5
12926,TL4MM,TRIMMER LINE 4MM  RAJ AGRO ,1.04
12927,TL50ML,THREAD LOCKES,6
12928,TL5LB,SLEDGE HAMMER 5LB SRI,3
12929,TL6LB,SLEDGE HAMMER 6LB SRI,12
12930,TLB040,TOMAHAWK CORDLESS  LEAF BLOWER  TLB040,1
12931,TLS,TERMINAL LUG SMALL 25PC,17
12932,TM5,TROWELS M05,2
12933,TM6,TROWELS M06,2
12934,TM7,TROWELS M07,5
12935,TM8,TROWELS M08,4
12936,TMC,TRIMMER COLLET ,95
12937,TMDT81,TAPARIA SCREW DRIVER MDT-81,-1.000
12938,TMDT81,TAPARIA SCREW DRIVER MDT-81,-3.000
12939,TMDT81,TAPARIA SCREW DRIVER MDT-81,6
12940,TMDT82,TAPARIA SCREW DRIVER MDTN-82,3
12941,TMSH32,TAPARIA HOLESAW 32MM,3
12942,TO100,SCREW DRIVER FRAAMANS TO100,1
12943,TO150,SCREW DRIVER FREEMANS TO150,4
12944,TO200,SCREW DRIVER FREEMANS TO200,2
12945,TO250,SCREW DRIVER FREEMANS TO250,-4.000
12946,TOC12,OIL CAN TAPARIA OC12,7
12947,TOC14,TAPARIA OIL CAN OC14,6
12948,TOC14,TAPARIA OIL CAN OC14,-2.000
12949,TOGS1200,TAPARIA STRIKING SCREW DRIVER OGS 1200,2
12950,TOME SERVICE CHARGE ,TOM SERVICE CHARGE ,-654.000
12951,TOTAL  GENERATOR 7 KV ,TOTAL GENERATOR 7 KV ,1
12952,TOTAL PRESSURE WASHER SWITCH ,TOTAL PRESSURE WASHER SWITCH ,1
12953,TP,TROWEL PVC,5
12954,TP1,TARPAULIN  120  GSM BLUE15X12,2
12955,TP1,TARPAULIN  120  GSM BLUE15X12,-8.000
12956,TP1/,TARPAULIN  120  GSM BLUE15X12,6
12957,TP11,SILPAULIN STAR TARPAULIN 200 GSM  21*15,1
12958,TP11/,SILPAULIN STAR TARPAULIN 200 GSM  21*15,1
12959,TP12*12,TARPA 12*12 90GSM,10
12960,TP12*12/120,TARPA 12*12 120GSM,5
12961,TP12*12/120S,TARPA 12*12120GSM SILPAULIN STAR,11
12962,TP12*9/120,TARPA 12*9 120GSM SILPAULIN STAR,-6.000
12963,TP12*9/120S,TARPA 12*9 120GSM SILPAULIN STAR,42
12964,TP12*9/90,TARPA 12*9 90GSM SILPAULIN STAR,-1.000
12965,TP12*9/90,TARPA 12*9 90GSM SILPAULIN STAR,14
12966,TP15*12,TARPA 15*12 90 GSM ,4
12967,TP15*12/120,TARPA 15*12 120GSM SILPAULIN STAR,-1.000
12968,TP15*12/120,TARPA 15*12 120GSM SILPAULIN STAR,5
12969,TP15*12/120S,TARPA 15*12 120GSM SILPAULIN STAR,2
12970,TP15*12/S,TARPA 15*12 90 GSM ,5
12971,TP15*9/120,TARPA 15*9 120GSM SILPAULIN STAR,26
12972,TP15*9/120S ,TARPA 15*9 120GSM SILPAULIN STAR,-10.000
12973,TP150,TAPARIA PHILIPPS SCREW DRIVER P5 861 150,15
12974,TP18*12/120,TARPA 18*12 120GSM SILPAULIN STAR,-1.000
12975,TP18*12/120S,TARPA 18*12 120GSM SILPAULIN STAR,30
12976,TP18*12/200S,TARPA 18*12 200GSM SILPAULIN STAR,-6.000
12977,TP18*15,TARPA 18*15 90 GSM ,1
12978,TP18*15/120,TARPA 18*15 120GSM SILPAULIN STAR,1
12979,TP18*15/150S,TARPA 18*15 150GSM SILPAULIN STAR,4
12980,TP18*15/S,TARPA 18*15 90 GSM ,2
12981,TP2,TARPAULIN 120GSM BLUE-18*12,1
12982,TP2,TARPAULIN 120GSM BLUE-18*12,-1.000
12983,TP2/,TARPAULIN 120GSM BLUE-18*12,2
12984,TP2/1,SILPAULIN  STAR TARPAULIN  18*15 120GSM ,18
12985,TP2/200,SILPAULIN STAR TARPAULIN -200GSM 18*12,11
12986,TP2/200,SILPAULIN STAR TARPAULIN -200GSM 18*12,-6.000
12987,TP2/200G,SILPAULIN STAR TARPAULIN -200GSM 18*12,2
12988,TP21*18/150,TARPA 21*18  150 GSM ,1
12989,TP24*12,TARPA 24*12 120 GST,2
12990,TP24*15,TARPA 24*15 120 GSM ,2
12991,TP24*18/120,TARPA 24*18 120GSM SILPAULIN STAR,3
12992,TP24*18/120S,TARPA 24*18 120GSM SILPAULIN STAR,20
12993,TP24*18/200,TARPA 24*18 200GSM SILPAULIN STAR,1
12994,TP24*18/200S,TARPA 24*18 200GSM SILPAULIN STAR,-1.000
12995,TP24*21/120,TARPA 24*21 120GSM SILPAULIN STAR,3
12996,TP24*21/120S,TARPA 24*21 120GSM SILPAULIN STAR,12
12997,TP24*21/150,TARPA 24*21 150 GSM ,1
12998,TP24*21/150S,TARPA 24*21 150GSM SILPAULIN STAR,2
12999,TP24*21/200S,TARPA 24*21200GSM SILPAULIN STAR,1
13000,TP3.,TARPAULIN 120 GSM BLUE18*15,2
13001,TP3/200,SILPAULIN STAR TARPAULIN 200GSM 18*15,6
13002,TP3/200,SILPAULIN STAR TARPAULIN 200GSM 18*15,-2.000
13003,TP3101,TOTAL WATER PUMP  TP3101,-1.000
13004,TP3250,TAPARIA PHILIPS SCREW DRIVER P8863 250,1
13005,TP3302S,SPARE ENGINE SWITCH TP3302,3
13006,TP385,TAPARIA  SCREW DRIVER P 3859 50,43
13007,TP3G,TARPAULIN  120  GSM BLUE18*15,2
13008,TP4,TARPAULIN 200GSM BLUE 24*18,3
13009,TP4,TARPAULIN 200GSM BLUE 24*18,1
13010,TP4/1,SILPAULIN STAR TARPAULIN 200GSM 24*18,3
13011,TP4/120,TARPAULIN 120GSM BLUE 24*18,1
13012,TP4/120,TARPAULIN 120GSM BLUE 24*18,-3.000
13013,TP5,TARPAULIN 120 GSM BLUM15*9,-6.000
13014,TP5/,TARPAULIN 120 GSM BLUM15*9,7
13015,TP6,TARPAULIN 120GSM BLUE  9*9,1
13016,TP6,TARPAULIN 120GSM BLUE  9*9,3
13017,TP6*6/S,TARPA 6*6 90 GSM,30
13018,TP7/,TARPAULIN 120GSM BULE 12*9,4
13019,TP8,TARPAULIN 200 GSM BLUE-24*21,1
13020,TP8,TARPAULIN 200 GSM BLUE-24*21,-1.000
13021,TP8/1,SILPAULIN STAR TARPAULIN 200GSM 24*21,2
13022,TP8/120,TARPOLIN 24*21  120 GSM ,2
13023,TP805,TAPARIA TWO IN ONE 805,-1.000
13024,TP810,TAPARIA 810 TWO IN ONE SCREW DRIVER ,-5.000
13025,TP813,TAPARIA TESTER T813,5
13026,TP813,TAPARIA TESTER T813,17
13027,TP818,TAPARIA TESTER T818,77
13028,TP818,TAPARIA TESTER T818,20
13029,TP818,TAPARIA TESTER T818,-17.000
13030,TP863,TAPARIA SCREW DRIVER P863,-6.000
13031,TP886,TAPARIA PHILIPS SCREW DRIVER P8 863 150,12
13032,TP9,SILPAULIN STAR TARPAULIN -200 GSM BLUE 27*24,1
13033,TP9*6,TARPA 9*6 90 GSM,8
13034,TP9*6/90,TARPA 9*6 90GSM SILPAULIN STAR,-1.000
13035,TP9*6/90,TARPA 9*6 90GSM SILPAULIN STAR,22
13036,TP9*9/90,TARPA 9*9 90GSM SILPAULIN STAR,14
13037,TP904,TAPARIA SCREW DRIVER 2 IN 1904,1
13038,TP905,TAPARIA SCREW DRIVER 2 IN 1 9051,1
13039,TP9G,SILPAULIN STAR TARPAULIN -200 GSM BLUE 27*24,1
13040,TPC42,TAPARIA PVC CUTTER PC42,13
13041,TPFB02,FLEXIBLE PRESSURE GUAGE TPFB02,10
13042,TPGCS88C,TOPPER CHAINSAW 88CC 18 INCH ,2
13043,TPGCS88C,TOPPER CHAINSAW 88CC 18 INCH ,1
13044,TPHS,TROWEL PVC HANDLE SMALL ,3
13045,TPK,THEPPU PALAKA ,10
13046,TPK/1,THEPPU PALAKA ,5
13047,TPK6/K,THEPPUPALAKA NO -6,6
13048,TPK7,THEPPU PALAKA ,5
13049,TPK7/K,THEPPUPALAKA NO 7 KARUNAGAPPILLY ,48
13050,TPK7/T,THEPPU PLALAKA THEAK 7,5
13051,TPK8,THEPPU PALAKA,10
13052,TPN,TURPOLIN TAP 2',14
13053,TPN/1,TAPE TURPALIN 2 INCH HEAVY  50 MTR ,30
13054,TPN/1,TAPE TURPALIN 2 INCH HEAVY  50 MTR ,16
13055,TPN/25,TURPPAULIN TAPE 2 INCH 25 MTR BLACK /BLUE ,40
13056,TPN/3,SILPAULIN TAPE  3INCH  BLUE ,-8.000
13057,TPN/40,TARPAULIN TAPE 2 INCH 40 MTR ,7
13058,TPN/40,TARPAULIN TAPE 2 INCH 40 MTR ,24
13059,TPNB,GREY TAPE 2INCH BIG,-1.000
13060,TPNS,GREY TAP  2INCH SMALL 20 MTR ,39
13061,TPNS,GREY TAP  2INCH SMALL 20 MTR ,2
13062,TPSDS10*20,PATTA SELF DRILLING SCREW 10*20 TING TONG ,10000
13063,TPSFP6,TAPARIA PRECISION SCREWDRIVER SET PSFP6,3
13064,TPSL9I,SPIRIT LEVEL 9 INCH TORPIDO  L,1
13065,TPSP,TROWEL SANDING,6
13066,TPTB13,TAPARIA PLASTIC TOOL BOX PTB13,1
13067,TPTJ02,TWIN TYRE PRESSURE GUAGE ,8
13068,TPTJ02,TWIN TYRE PRESSURE GUAGE ,10
