YES ARE POWER TOOLS  2026-2027 BCODE(est),,,
Stock Report,,,
Report Period : 19-Apr-2026 11:59:59 PM,,,
No,Item Code,Item Name,Quantity
504,20124,TOLSEN SCREW DRIVER GO THROUGH PH2*100,5
505,20125,TOLSEN SCREW DRIVER PH2*150 20125,7
506,20127,TOLSEN SCREW DRIVER PH3*150 20127,12
507,20129,TOLSEN SCREW DRIVER  PH3*150 20129,23
508,20129,TOLSEN SCREW DRIVER  PH3*150 20129,1
509,20132,TOLSEN SCREW DRIVER PH2 20132,17
510,20134,TOLSEN SCREW DRIVER PH2 20134,11
511,202,CLOTH POLISH,-11.000
512,2020,ADAPTOR BSP 1/4*3/8,10
513,202022,20035 2PIN TOP6A 3052 GM,-121.000
514,202028,20030 3 PIN TOP 6A FUSION GM,1
515,202037,20037 HOLDER SKERT  GOLD MEDEL,1
516,202042,20058 3 PIN MULTI ADAPTER,5
517,20205,20205 1W SWITCH 10A ESSENZA -GM,82
518,20210,202102 2 IN 1 SOCK 10A ESSENZA -GM,78
519,20211,20211 SOCKET 6A INTER ,-7.000
520,20-211,LEVER TYPE GREASE GUN 20211,2
521,20221,LEVET TYPE GREASE GUN 20221,2
522,20226,20226 1W SWITCH 20AMP,8
523,20231,16 AMP SOCKET ,3
524,20-231,LEVER TYPE GREASE GUN 20-231,2
525,20233,20233 BED SWITCH 10A -GM,-3.000
526,20233,20233 BED SWITCH 10A -GM,8
527,20237,20237 HOLDER ,20
528,2024,E2024 WIRE STRIPPER,1
529,2025,ADAPTOR BSP 1/8*1/4,9
530,20276,TOLSEN SCREW BIT 5 PCS 20*25 MM 20276,3
531,203.,IDL HACKSAW BLADE 1(D-SIDE),449
532,20337,TROLLY WHEEL 2IN.37.5*23.5 NYLON INSERT WITH SLEEVE ,40
533,20338,TROLLY WHEEL 2IN.37.5*23.5 PLATE NYLON INSERT GREY ,41
534,2050,TEE BSP 1/4,6
535,2091,REDUCER MS M1/4*F3/8   2091,-1.000
536,20910,OSRAM IRON BOX CREASE MASTER ECO 600W,4
537,20911,OSRAM IRON BOX CREASE MASTER NEO 1000W,12
538,20916.,HAVELLS ECOSTAR POWER CABLE 4+1 2MTR 20916,2
539,2092,REDUCER M3/8*1/4,1
540,2093,REDUCER M1/4*F1/4,1
541,20932,20932 FLOOD LIGHT 50W LEDVANCE  (OSRAM ),1
542,20935,FLOOD LIGHT 20W 20935 OSRAM ,6
543,20935,FLOOD LIGHT 20W 20935 OSRAM ,1
544,2094,REDUCER M3/8*F3/8,1
545,2095,REDUCER M1/4*F1/8,59
546,2096,REDUCER M1/8*F1/4,1
547,20SRS4,SHOVEL SMALL ROUND 4 STEEL HANDLE ,1
548,2105,E-2105 SCREW DRIVER WITH NEON BULB ,2
549,2109,CLAW HAMMER TUBULAR HANDLE ,-1.000
550,2111,ADAPTOR 5V- 2111,39
551,212,DOUBLE OPEN END SPANNER 16*17,3
552,2130736,213073-6 O RING ,4
553,2130736,213073-6 O RING ,1
554,2131287,213128-7 O RING ,1
555,2132275,213227-5 O RING ,6
556,2132275,213227-5 O RING ,2
557,2132275,213227-5 O RING ,6
558,2132275,213227-5 O RING ,2
559,2132322,213232-2 O RING ,1
560,2132788,213278-8 O RING ,1
561,2133459,DUST STEAL HR2230 2133459,1
562,213380,213380-7 ORING  24 FOR  HR2020,4
563,213508,213508-7 ORING 38 FOR HM0810,10
564,213654,O RING HM0810T 213654-6,5
565,2137788,2137788 O RING HR2020,1
566,2137877,213787-7 ORING ,10
567,213960,213960-9 O RING 5 FOR GA4032 ,4
568,2155,GAS WELDING TORCH SMALL,2
569,21688,TROLLY WHEEL 2IN.31*22.6 PLATE ON TOP ,84
570,220,BULLET HACK SAW FRAME PIPE TYPE,46
571,220,BULLET HACK SAW FRAME PIPE TYPE,76
572,220BODY,LASERTECH SPARES 2-20 BODY ,24
573,220BODY,LASERTECH SPARES 2-20 BODY ,10
574,220BODY,LASERTECH SPARES 2-20 BODY ,6
575,220FRS,W/O SPARES 2-20 CHUCK SET ,-24.000
576,2-20FS,YURI SPARES 2-20 CYLINDER ,4
577,2-20G,LASERTECH SPARE 2-20 GEAR ,160
578,220GB,LASERTECH SPARES 2-20 GEAR BOX WITH NEEDLE ,-2.000
579,2-20OB,2-20 ORING BROWN ,28
580,220P,PISTON FOR 2-20,32
581,220P,PISTON FOR 2-20,32
582,220P,PISTON FOR 2-20,60
583,220P,PISTON FOR 2-20,84
584,220SB,SWASH BEARING PENDULAM 2-20,24
585,220SB,SWASH BEARING PENDULAM 2-20,24
586,2-20STR,SPARES 2-20 STRICKER,5
587,223,SCREW KIT 5 IN 1,2
588,224314,224314-5 INNER FLANGE (9553 AB WASHER ),12
589,2245595,224559-5 LOCK NUT 10-30 FOR ,10
590,226BHS,BRUSH HOLDER SET FOR 2-26 ,94
591,226BHS,BRUSH HOLDER SET FOR 2-26 ,-1.000
592,226C,CARBON BRUSH 2-26,90
593,226CAP,LASERTECH SPARES 2-26 FRONT CAP SET ,2
594,226CAPS,YURI 2-26 FRONT CAP SET ,8
595,226CY,CYLINDER FOR 2-26,4
596,2-26DBS,2-26 DUMPING SET 2-26 DBS ,1
597,226FH,YURI FRONT HANDLE 2-26 EVEREST ,1
598,226GB,YURISPARES 2-26 GEAR BOX ,48
599,226GB,YURISPARES 2-26 GEAR BOX ,4
600,2-26GBC,LASERTECH SPARES 2-26 CYLINDER,12
601,226KB,2-26 KNOB POWERTUFF ,92
602,226OR,2-26 ORING ,82
603,226P,PISTON FOR 2-26,48
604,226SB,YURI SPARE SWASH BEARING BEARING 2-26,25
605,226SB,YURI SPARE SWASH BEARING BEARING 2-26,22
606,226SB,YURI SPARE SWASH BEARING BEARING 2-26,28
607,226TS,2-26TS 2-26 TOOTHED SHAFT ,9
608,2274718,227471-8 SPIRAL BEVEL GEAR 11 FOR 9553NB,2
609,227506,2275065 SPIRAL BEVEL GEAR 36 FOR 9556NB,2
610,2277384,227738- HELICAL GEAR 17 FOR MT412,1
611,2277384,227738- HELICAL GEAR 17 FOR MT412,3
612,2277392,227739-2 HELICAL GEAR 44 FOR MT412 ,1
613,2277392,227739-2 HELICAL GEAR 44 FOR MT412 ,4
614,2277627,227762-7 HELICAL GEAR 14 FOR MT40,2
615,2277635,227763-5 HELICAL GEAR 32 FOR MT40,2
616,228,METAL TOOL BOX BAUM,1
617,23/13H,KANGRO STAPLIERS 23/23-H,1
618,23/8H,K  MILES 23/8 PIN NWE,-2.000
619,230,MASONARY DRILL BIT 4MM,41
620,230,MASONARY DRILL BIT 4MM,-1.000
621,230/10H,23/10-H 10MM STAPLIER ,9
622,2303,MULTI METER -830 ,1
623,2306,MULTI METER ,8
624,2309,MULTY METER TEST LEAD,9
625,231,8 MM ADDISSON ORIGINAL,1
626,2310,DIGITAL CLAMP METER -DT266,2
627,2311,MULTIMETER LED 130722,7
628,2312,MULTI METER UNITY -DT9205A,2
629,2312,MULTI METER UNITY -DT9205A,1
630,2314576,COMPRESSION SPRING FOR LS1040 231457,2
631,231593,TORSION SPRING LS1040 231593-8,2
632,232,MASONARY DRILL BIT 5MM,33
633,2320,CONTINUTY TESTER ,2
634,2323,CONTINUTY TESTER,1
635,2324,TESTER,-1.000
636,2325,TESTER AC VOLTAGE DETECTOR ,23
637,2325,TESTER AC VOLTAGE DETECTOR ,1
638,233,MASONARY DRILL BIT 6MM,8
639,233,MASONARY DRILL BIT 6MM,-38.000
640,233,MASONARY DRILL BIT 6MM,-1.000
641,2332.,CONTINUTY TEESTER 2332,3
642,233376,233376.2 COMPRESSION SPRING  FOR MT950 ,9
643,2334598,COMPRESSION SPRING  2334598,1
644,2339297,RING SPRING HR2450 233929-7,1
645,234,MASONARY DRILL BIT 8MM,-1.000
646,234,MASONARY DRILL BIT 8MM,18
647,2344,SOLDER WIRE 100G 2344,6
648,2345,SOLDER WIRE 50G 2345,50
649,2347,OPENING TOOL,1
650,235,MASONARY DRILL BIT 10MM,15
651,235,MASONARY DRILL BIT 10MM,10
652,235/16,MASONARY DRILL BIT 12MM,24
653,2352,SOLDERING BIT ,3
654,2357,SOLDERING IRON 15W 2357,5
655,2358,SOLDERING IRON 25W 2358,2
656,2359,SOLDERING IRON  35W,1
657,236,WELDING GLASS BLACK 11DIN ATHERMEL,57
658,236,WELDING GLASS BLACK 11DIN ATHERMEL,-19.000
659,236/1,WELDING GLASS BLACK 9DIN,93
660,236/1,WELDING GLASS BLACK 9DIN,17
661,236/2,WELDING GLASS BLACK 10DIN ATHERMAL,98
662,236/2,WELDING GLASS BLACK 10DIN ATHERMAL,15
663,236/E,SQUARE GLASS BLACK ,398
664,2360,SOLDERING IRON 60W,5
665,238,FLEX KWIK 20G,49
666,238,FLEX KWIK 20G,43
667,238,FLEX KWIK 20G,-1.000
668,238,FLEX KWIK 20G,24
669,238,FLEX KWIK 20G,-1.000
670,238/50GM,FLEXKWIK 50GM,-2.000
671,238/50GM,FLEXKWIK 50GM,22
672,238/50GM,FLEXKWIK 50GM,-6.000
673,239,ANABOND 20 GM,-2.000
674,241,PAD NUT,49
675,243,SPANNER KEY 801,473
676,243,SPANNER KEY 801,17
677,243/5,SPANNER KEY 5 INCH  G15SA2,3
678,2450,CUTTING TORCH -NM250 2450,1
679,2450,CUTTING TORCH -NM250 2450,1
680,2452,GAC CUTTING NOZZLE 3/64 ANME,5
681,2462,GAS CUTTING NOZZLE 3/64 PNME,2
682,2481,GAS  WELDING NOZZLE ,9
683,2494,GAS CUTTING NOZZLE ,-1.000
684,2494,GAS CUTTING NOZZLE ,3
685,250/18,CALTEX AUTO CLOSE BIT 18MM,47
686,250/20,CALTEX  HINGESBIT 20MM,29
687,250/20,CALTEX  HINGESBIT 20MM,-6.000
688,250/25,CALTEX  HINGESBIT 25MM,36
689,250/25,CALTEX  HINGESBIT 25MM,-12.000
690,250/32,K EMTEX  HINGES BIT 32MM,35
691,250/32,K EMTEX  HINGES BIT 32MM,4
692,250/35,AUTO CLOSE BIT 35MM B,2
693,250/35,AUTO CLOSE BIT 35MM B,17
694,25027,TOLSEN CLAW HAMMER STUBBY 25027,6
695,25028 ,TOLSEN CLAW HAMMER ,20
696,25030  ,25030  TOLSEN CLAW HAMMER 16,5
697,25030  ,25030  TOLSEN CLAW HAMMER 16,1
698,25030  ,25030  TOLSEN CLAW HAMMER 16,-6.000
699,25033,TOLSEN RUBBER HAMMER BLACK 8,3
700,25035,TOLSEN RUBBER HAMMER BLACK 16,6
701,25037,TOLSEN RUBBER HAMMER BLACK 24,30
702,25043,TOLSEN SLEDGE HAMMER 2 LB,26
703,25044,TOLSEN SLEDGE HAMMER 4 LB,3
704,25053,TOLSEN AXE FIBER HANDLE 600GRM 25053,4
705,25082,TOLSEN CHISEL POINTED 10 INCH 25082,2
706,25083,TOLSEN CHISEL POINTED 10 INCH 25083,5
707,25084.,TOLSEN COLD CHISEL 4*18*300,12
708,25087 ,25087 COLD CHISEL 22*16*250MM,12
709,25087 ,25087 COLD CHISEL 22*16*250MM,-1.000
710,25088,25088 TOLSEN CHISEL FLAT  12INCH ,12
711,25109,CROWBAR  BARI 24 INCH 25109,-2.000
712,25111,CROWBAR BARI 30INCH 25111,1
713,25118,CROWBAR BARI 24 INCH 25118,3
714,25119,CROWBAR  BARI36 INCH 25119,2
715,25120,CROWBAR  BARI 48 INCH 25120,3
716,25156,TOLSEN  RIP HAMMER 25156,6
717,25156,TOLSEN  RIP HAMMER 25156,1
718,2521753,HEX NUT MT410 2521753,3
719,25253,TOLSEN AXE WITH HANDLE 600 GRM  25253,6
720,254,PVC PAD 5'INCH BULLET,-24.000
721,254,PVC PAD 5'INCH BULLET,71
722,254,PVC PAD 5'INCH BULLET,-11.000
723,254/1,PVC PAD 5 INCH POLAR POWER,35
724,255,FRONTLINE SAFETY GLASS,-1.000
725,2550,OXYGEN REGULATOR OR16,5
726,256,CORE BIT 1' NORTON,-27.000
727,256486,256486-8 SHOULDER PIN FOR  9553NB ,5
728,257,CORE BIT 1-1/2 NORTON,3
729,2571732,257173-2 RING FOR 5806B DRILL BOX,1
730,258,HOLESAW WOODEN 2',1
731,25995,HAND RIVERTER 10 INCH IDEAL ,1
732,25LEG,COPPER LEG 25 SQ MM,-4.000
733,25LEG,COPPER LEG 25 SQ MM,370
734,25LUG,COPPER LUG25MM,35
735,26102,SWITCH 2W 6AMP .LIVON 26102,52
736,26202,SWITCH 2W 6AMP LIVON  26202,1198
737,26213,SWITCH 16AMP 2W 26213,31
738,263,RUBBER HAMMER  BULLET 50 MM,-1.000
739,2650562,PAN HEAD SCREW  FOR CC300D 2650562,3
740,2657548,THUMP SCREW MT580 2657548,6
741,266,COMBINATION STONE 8' BULLET,30
742,266,COMBINATION STONE 8' BULLET,12
743,267,GLASS CUTTER BULLET,-6.000
744,267,GLASS CUTTER BULLET,2
745,268,FRONT CUTTING PLIER,1
746,268228,268228-8 SHOULDER PIN 5 FOR MT960,7
747,270,ADDISSON  DRILL BIT 12MM,4
748,272,AB WASHER  801,31
749,280,STAR HEAD SCREW 3/4 (19*8),11408
750,284,TRUSS HEAD 1',805
751,28410,CHALK LINE DHOORI SET 28410 PUMPKIN ,1
752,285,TRUSS HEAD 8*32(1-1/4),9480
753,2858522,BEARING RETAINER 19-33 FOR MT412 285852,1
754,2858522,BEARING RETAINER 19-33 FOR MT412 285852,1
755,286,METAL HOLESAW 1-1/4 BULLET 32M,-1.000
756,287,GLASS CUTTER,2
757,288,HACKSAW FRAME,-1.000
758,2880,WIRE LEY FEMAIL,94
759,2881,HS SLEEVE 6MM -1M,10
760,288WH,HACKSAW FRAME (MINI POLAND) 5MM,2
761,290,BUFFING WHEEL RED 6*1/2',3
762,290551,DOOR LOCK LAXMI BULLET,2
763,291,CLOTH WHEEL 6*1,1
764,29108,29108 FLOOD LIGHT LED 50W ,12
765,2919,SWITCH CARWASH,2
766,292,CLOTH WHEEL 4*1,8
767,294,MASKING TAPE 2 INCH 48*20,224
768,294,MASKING TAPE 2 INCH 48*20,26
769,294,MASKING TAPE 2 INCH 48*20,-6.000
770,294/30,MASKING TAPE 36*20,172
771,294/30,MASKING TAPE 36*20,-2.000
772,294/50,MASKING TAPE 48MM *50 MTR  2INCH ,72
773,294/50,MASKING TAPE 48MM *50 MTR  2INCH ,72
774,2941,DVR CAMERA CHARGER ,3
775,2995,SWITCH ,2
776,29Y,CUTTING WHEEL 4*1 EASYCUT GREEN,474
777,2LB,SLEDGE HAMMER 2LB TATA,4
778,2LB..,SLEDGE HAMMER 2LB TATA,2
779,2LB/1..,SLEDGE HAMMER  2,1
780,2LBH,SLEDGE HAMMER  2LB (F.H CNC),-2.000
781,2LBH,SLEDGE HAMMER  2LB (F.H CNC),1
782,2LCH,ALCO CHAIR LADDER 2 STEP ,2
783,2PS,2 PIN SOC ZOOM,-4.000
784,2T14*2.5, 2T BLADE 14 INCH 2.5MM,11
785,2T14*2.5, 2T BLADE 14 INCH 2.5MM,84
786,2T14*2.5, 2T BLADE 14 INCH 2.5MM,59
787,2T14*2.5, 2T BLADE 14 INCH 2.5MM,20
788,2T14*2.5M,2T BLADE 2.5 MM TWO TEETH BLADE ,4
789,2T14*2M,2T BLADE 14 INCH 2MM,18
790,2TBLADE,2T BLADE SS,8
791,2TBLADE,2T BLADE SS,-4.000
792,2TBLADE/1,2T BLADE SS,43
793,2TOIL,2T OIL 1 LTR BRUSH CUTTER ,2
794,2TOIL,2T OIL 1 LTR BRUSH CUTTER ,16
795,2TOIL,2T OIL 1 LTR BRUSH CUTTER ,-2.000
796,"3""RMCB",E-RAINBOW -CUP BLADE 3'' SEG,16
797,3/4LCLAMP,ANGLE BRACKET ,321
798,3+3/5,3+3 5 MTR CODE WIRE ,2
799,3+3/5,3+3 5 MTR CODE WIRE ,3
800,3+3/5,3+3 5 MTR CODE WIRE ,-4.000
801,30.,BULLET CUTTING WHEEL 4 INCH GREEN &BLACK ,1641
802,30.,BULLET CUTTING WHEEL 4 INCH GREEN &BLACK ,1645
803,30.,BULLET CUTTING WHEEL 4 INCH GREEN &BLACK ,-5.000
804,30.,BULLET CUTTING WHEEL 4 INCH GREEN &BLACK ,-7.000
805,30.,BULLET CUTTING WHEEL 4 INCH GREEN &BLACK ,-50.000
806,3000001.,TROLLY WHEEL 3 INCH HOLDER 63*36 PLATE ON TOP BLACK RUBBER ,44
807,3000002.,TROLLY WHEEL 3 INCH63*36 PLATE ON TOP 100*85 RIVERT WITH ,42
808,3000219,TROLLY WHEEL 3 IN .63*36 F.H 100*85 BREAK NYLON WHEEL ,10
809,30004,TOLSEN CARPET CUTTER KNIFE PVC 9MM 30004,68
810,30005,TOLSEN CARPET CUTTER KNIFE SS 9MM 30005,58
811,3001327,TROLLY WHEEL 3 INCH 63*36 ON TOP 100*85 BLACL NYLONE WITH GREY ,4
812,3001328,TROLLY WHEEL 3 INCH 63*36 BRAKE BLACK NYLON WITH GREY DOUBLE ,6
813,3001341,TROLLY WHEEL 3 IN .63*36 BLA.NYLON WITH GREY D.BEARING ,10
814,30022,TOLSEN AVINIATION CUTTER 10 INCH ,2
815,30022,TOLSEN AVINIATION CUTTER 10 INCH ,-2.000
816,30030,TOLSEN TINMAN SNIP 10 INCH 30030,5
817,3003228,TROLLY WHEEL 3IN.63*36 F100*85 SINGLE MOULDING ,6
818,3004081,TROLLY WHEEL 3IN. 63*36 PLATE ON TOP  BREAK COATING ,3
819,30044,TOLSEN  TOLSEN HOUSE HOLD SCISSOR 8 INCH ,25
820,30045,TOLSEN  KITCHEN SCISSOR  8INCH ,31
821,30045,TOLSEN  KITCHEN SCISSOR  8INCH ,-2.000
822,30049,TOLSEN KITCHEN SCISSOR MULTY PURPOSE 30049,20
823,30052,TOLSEN  HACK SAW FRAME SQUARE TUBE 12 INCH ,9
824,30061,TOLSEN HACK SAW BLADE 10 PCS,68
825,30081,TOLSEN KNIFE 18MM,4
826,30081,TOLSEN KNIFE 18MM,-1.000
827,301679,WASHER -DH24/22VB,2
828,301942,SPRING PDA100M,14
829,301943,LOCK PIN PDA100D,20
830,301944,PUSHING BUTTON  PDA100D,10
831,302,GSH 5 DEMOLITION HAMMER,1
832,302047,WOOD RUFF KEY -PDA100M,8
833,306,SCREW DRIVER T306 STAR ,2
834,307127,MACHINE SCREWM4*12,30
835,307127,MACHINE SCREWM4*12,1
836,3083400,O RING 3083400,-17.000
837,309929,RUBBER BUSHING PDA100M G10SR2(309929),30
838,309929,RUBBER BUSHING PDA100M G10SR2(309929),46
839,309929,RUBBER BUSHING PDA100M G10SR2(309929),6
840,30B,BULL GOLD CUTTING WHEEL 4 INCH ,-154.000
841,30B,BULL GOLD CUTTING WHEEL 4 INCH ,-4265.000
842,30B,BULL GOLD CUTTING WHEEL 4 INCH ,11481
843,30SS,CUTTING WHEEL 4 INCH SSG/B BULLET,250
844,31/2X2,V PULLY ,1
845,310,SCREW DRIVER T608 DOUBLE SIDE,1
846,3100GP,AIR REMOVER NUT ,6
847,31014,TOLSEN FOLDABLE SAW 180 180 7 inch ,10
848,31021,TOLSEN BYPASS PRUNNING SHEAR 8 INCH ,10
849,31046,TOLSEN PRUNNING SAW 14 INCH ,5
850,31046,TOLSEN PRUNNING SAW 14 INCH ,-1.000
851,31070,31070 TOLSEN HAND SAW 16',6
852,31071 ,31071 TOLSEN HAND SAW 18 INCH,6
853,31202,HAND RIVERTER GUN  31202,1
854,31202,HAND RIVERTER GUN  31202,1
855,31206,ALLEN KEY SET MINI,1
856,313,SCREW DRIVER T809,2
857,313777,"BRUSH HOLDER -G10SR2 PDA100M,G10SS",2
858,316484,GEAR COVER -G13SDPDA100M,5
859,316489,"PACKING GLAND PDA100M, G13SD, G13SR3, G1",16
860,3178193,317819-3 BEARING BOX FOR9553NB,1
861,3178216,317821-6 GEAR HOUSING COVER FOR 9556NB,2
862,317822,SPINDLE PDA100M ,3
863,317822,SPINDLE PDA100M ,3
864,317822.,SPINDLE SHAFT PDA100M 317822,3
865,3186827,BEARING BOX MT412 3186827,1
866,3188.,RING TERNIVAL LUG2.5*4MM ,100
867,3189.,RING TERNIMAL LUG 2.5*6MM,100
868,3190.,RING TERMINAL LUG 4*6MM,100
869,3191.,RING TERNIVAL LUG 10*5MM ,100
870,3192.,RING TERMINAL LUG 10*5MM ,50
871,3193.,RING TERMINAL LUG 15*5MM,25
872,319898,FAN GUIDE PDA100M,12
873,319898,FAN GUIDE PDA100M,10
874,32001,TOLSEN STEEL FILE 8 INCH FLAT ,3
875,320234,SPINDLE G18SH2 320234,18
876,320497,"WHEEL WASHER G10SS,G10SR2,320497",14
877,320523,TAPPING SCREW D5X25 320523,5
878,32062,32062 TOLSEN WIRE BRUSH W/H 4 LINES ,2
879,32062,32062 TOLSEN WIRE BRUSH W/H 4 LINES ,-1.000
880,32062,32062 TOLSEN WIRE BRUSH W/H 4 LINES ,-6.000
881,321,CHISSEL 5 KG FLAT,1
882,321451,GEAR -PDA100M,4
883,321452,PINION -PDA100M,3
884,321452,PINION -PDA100M,4
885,322,CHISSEL 5 KG POINT A,1
886,322002,"FAN GUIDE -C7SF,C7SS",1
887,3221.,CIRCLIP HEX 6MM ,10
888,3222.,CIRCLIP HEX 9MM ,10
889,3223.,CIRCLIP HEX 9MM ,10
890,3228.,CIRCLIP HEX 15MM,10
891,322805,DAMPER A-DH24PB2,1
892,3230.,CIRCLIP HEX 17MM,10
893,3233.,CIRCLIP HEX 20MM,10
894,3237.,CIRCLIP HEX 24MM,10
895,3238.,CIRCLIP HEX 75MM,10
896,3243.,CIRCLIP HEX 30MM,10
897,3244.,CIRCLIP HEX 31MM,10
898,3244883,324488-3 SPINDLE FOR MT958,2
899,3245.,CIRCLIP HEX 32MM,10
900,3246699,IMPACT BOLT  HR2810 324669-9,1
901,3248.,CIRCLIP HEX 30MM ,10
902,3249.,CIRCLIP HEX 36MM,10
903,325,PH 65 FLAT (30*410),-1.000
904,3251.,CIRCLIP EXIT 8MM,10
905,325140,HOUSING PDA100M,1
906,325140,HOUSING PDA100M,6
907,325141,TAIL COVER PDA100M,1
908,3252.,CIRCLIP EXIT 9MM,10
909,3253.,CIRCLIP EXT 10MM,10
910,3254.,CIRCLIP EXT 11MM,10
911,3255.,CIRCLIP EXIT 12MM,10
912,3259.,CIRCLIP EXIT 15MM,10
913,326,16KG FLAT BIT  YURI PH65,9
914,326,16KG FLAT BIT  YURI PH65,2
915,3261.,CIRCLIP EXIT 15MM,10
916,3262772,3262277-2 SPINDLE FOR MT410,3
917,3263.,CIRCLIP EXIT 20MM,10
918,3268.,CIRCLIP  EXIT 25MM,10
919,3268281,326828-1 SPINDLE FOR 9506 A,2
920,3269.,CIRCLIP EXIT 25MM,10
921,3270.,CIRCLIP EXIT 27MM,10
922,3271.,CIRCLIP EXT 28MM ,10
923,3273.,CIRCLIP EXIT 30MM,10
924,3275.,CIRCLIP EXIT 32MM,10
925,3278.,CIRCLIP EXT 35MM ,10
926,3279.,CIRCLIP EXT 36MM,10
927,3280,SOCKET 16 A 3 PIN BLUE NIRWAN ,-6.000
928,3281,SWITCH  16 A 3 PIN BLUE NIRWAN ,5
929,328174M,SPINDLE  G10SS2,3
930,328178,GEAR & PENION -G10SS/G10SS2,1
931,328182,PACKING GLAND (BEARING FLANGE G10SS),12
932,3282.,CYLINDER KEY CO2,10
933,329,PUTTY BLADE 3',-1.000
934,330,PUTTY BLADE 4',-1.000
935,33001,TOLSEN PVC PPR CUTTER 3-42 MM 33001,34
936,33002,TOLSEN  PVC PIPE CUTTER  33002,24
937,33002B,TOLSEN PIPE CUTTER BLADE 33002-B,11
938,331,PUTTY BLADE 6' HANDLE,2
939,33100 ,33100 TOLSEN PVC PPR CUTTER 3,14
940,33100 ,33100 TOLSEN PVC PPR CUTTER 3,18
941,33100 ,33100 TOLSEN PVC PPR CUTTER 3,-11.000
942,33100B,TOLSEN PVC PIPE CUTTER BLADE 33100-B,11
943,334,PUTTY BLADE 12' HANDLE,2
944,335,PUTTY BLADE 16' HANDLE,1
945,335247,"O RING DH24PG ,DH24PH ,DH28PC ",2
946,335268,"HAMMER HOLDER  DH24PH ,28PB ,28PCY",1
947,335795,SLEEVE DH28PCY DH24PG ,1
948,338,30 MM MIDAS,-10.000
949,338849,PACKING GLAND G10SS2 338849,12
950,338851,HIKOKI HOUSING G10SS20,1
951,338853,FAN GUIDE -G10SS2,2
952,338854,SLIDE KNOB-G10SS2(338854),7
953,338855,SLIDE BAR G10SS2 (338855),6
954,339,35 MM MIDAS,20
955,339149,SWITCH -G10SS2,3
956,340,PAD LOCK 40MM SINGH,-3.000
957,340649G,"STATOR PDA100M ,125 ",3
958,340L,PAD LOCK 40MM SINGH,-10.000
959,341,padlock 30mm ,-1.000
960,341862,341862-0 INNER RING 36 FOR HM1201,1
961,343639,CENTRE PLATE LS1040 343639-9,2
962,3439,40 MM MIDAS,-3.000
963,344380,CENTER COVER LS1040 344380-7,2
964,3451,SWITCH 16 A  BLUE  NIRWAN ,1
965,3452,SOCKET 16 A BLUE NIRWAN ,5
966,3453,SWITCH  32A 5PIN RED NIRWAN ,9
967,3454,SOCKET 32A  5 PIN RED NIRWAN ,9
968,3466746,BASE MT40 3466746,1
969,3502,CYLINDER,1
970,3503,CONNECTING  ROD 12*78*20,4
971,3504,RING SET STD 42MM 3504,5
972,35043,RIGHT ANGLE  TRY SQUARE 16*24 INCH,9
973,3505,RING SET (PISTON RING ),-1.000
974,3505,RING SET (PISTON RING ),-2.000
975,3507,PISTON 47MM,4
976,3508,TONGUE U TYPE ,50
977,3508,TONGUE U TYPE ,32
978,3508,TONGUE U TYPE ,-20.000
979,35080,TOLSEN TRY SQUARE 10 INCH ,8
980,35080,TOLSEN TRY SQUARE 10 INCH ,-2.000
981,35081,35081 TOLSEN TRY SQUARE 12 INCH ,6
982,3508TU,TONGUE U TYPE ,50
983,3509,SWITCH ,2
984,35099,WINDING ROPE ,185.5
985,3509TN ,TONGUE NAIL TYPE ,92
986,3509TN ,TONGUE NAIL TYPE ,50
987,3510,AIR COMPRESSOR BLADE3510,54
988,3510T,TONGUE BLADE TYPE 3510,50
989,3511,PACKING SET  60 AIR,88
990,3511,PACKING SET  60 AIR,50
991,3511,PACKING SET  60 AIR,18
992,35111,TOLSEN  SPIRIT LEVEL MAGNETIC,22
993,35111,TOLSEN  SPIRIT LEVEL MAGNETIC,-1.000
994,3512,ELBOW AIR 3/8+3/8 3512,18
995,3515,CRANK 42MM AIR COMPRESSOR,9
996,3517,AIR PIPE ,17
997,3517,AIR PIPE ,-2.000
998,3519,COMPRESSOR BODY,6
999,3519,COMPRESSOR BODY,1
1000,352,CLOTH WHEEL 4',5
1001,3521,AUTO CUT KB1 AIR (SWITCH COMPRESSOR),22
1002,35210,TOLSEN MINI SPIRIT LEVEL 9 INCH ,5
1003,3522.,AUTO CUT KB 4 AIR (SWITCH COMPRESSOR ),28
1004,35221 ,TOLSEN SPIRIT LEVEL  16 INCH,10
1005,35223,TOLSEN SPIRIT LEVEL 60CM 24INCH ,6
1006,35223,TOLSEN SPIRIT LEVEL 60CM 24INCH ,-3.000
1007,3526,GATE VALVE 1/4*1/4,4
1008,3527,VALVE ,218
1009,3527,VALVE ,122
1010,3527,VALVE ,-6.000
1011,3531.,CIRCLIP HEX 18MM,10
1012,3535,"PRESSURE GAUGE 1/8""",2
1013,3536,"PRESSURE GAUGE 1/4""",16
1014,3539,VRV VALVE,7
1015,354,OILCAN 1/2 PINT,-2.000
1016,354,OILCAN 1/2 PINT,1
1017,354,OILCAN 1/2 PINT,89
1018,354,OILCAN 1/2 PINT,-12.000
1019,354,OILCAN 1/2 PINT,-12.000
1020,3542, FAN FOR COMPRESSOR ,21
1021,3542, FAN FOR COMPRESSOR ,94
1022,3542, FAN FOR COMPRESSOR ,1
